Shipment_ID,Order_Date,Shipping_Mode,Region,Market,Product_Category,Priority,Distance_km,Shipment_Weight_kg,Order_Quantity,Scheduled_Days,Actual_Delivery_Days,Shipping_Cost,Sales_Value,Delay_Days,On_Time,Cost_per_Unit
SHP100540,2017-04-09 14:22:59.489744873,Standard Class,South America,USCA,Sports,High,1219.42,11.08,2,4,4,96.61,287.25,0,1,48.305
SHP100541,2017-04-09 18:45:55.377688845,Second Class,USCA,Africa,Clothing,High,728.46,26.87,2,3,5,107.82,339.77,2,0,53.91
SHP100542,2017-04-09 23:08:51.265632817,Standard Class,Western Europe,Africa,Technology,Medium,450.21,13.34,4,4,4,70.82,395.37,0,1,17.705
SHP100543,2017-04-10 03:31:47.153576789,Standard Class,South America,USCA,Office Supplies,Low,653.56,12.27,2,4,4,66.9,299.29,0,1,33.45
SHP100544,2017-04-10 07:54:43.041520761,Second Class,Eastern Asia,Pacific Asia,Clothing,Medium,1003.87,29.98,5,3,3,90.74,397.01,0,1,18.148
SHP100545,2017-04-10 12:17:38.929464733,Standard Class,Eastern Asia,Europe,Office Supplies,Medium,262.8,5.54,5,4,3,54.53,524.37,0,1,10.906
SHP100546,2017-04-10 16:40:34.817408705,Standard Class,Western Europe,Europe,Technology,High,1938.56,12.27,3,4,2,109.94,328.68,0,1,36.64666666666667
SHP100547,2017-04-10 21:03:30.705352677,First Class,Eastern Asia,USCA,Clothing,Low,997.57,5.01,1,2,2,89.46,148.52,0,1,89.46
SHP100548,2017-04-11 01:26:26.593296649,Standard Class,Oceania,Europe,Technology,High,1076.39,14.95,2,4,5,57.61,230.92,1,0,28.805
SHP100549,2017-04-11 05:49:22.481240620,Standard Class,Eastern Asia,LATAM,Technology,High,1213.67,13.35,5,4,4,102.37,588.95,0,1,20.474
SHP100550,2017-04-11 10:12:18.369184592,First Class,Western Europe,Europe,Office Supplies,Medium,1820.77,28.46,3,2,2,147.72,479.35,0,1,49.24
SHP100551,2017-04-11 14:35:14.257128564,Second Class,Western Europe,Africa,Office Supplies,High,902.26,13.93,3,3,4,88.69,395.1,1,0,29.563333333333333
SHP100552,2017-04-11 18:58:10.145072536,Standard Class,South America,USCA,Office Supplies,High,1265.28,9.75,3,4,6,65.82,288.38,2,0,21.939999999999998
SHP100553,2017-04-11 23:21:06.033016508,Standard Class,Eastern Asia,LATAM,Technology,High,456.39,12.19,6,4,4,86.21,611.17,0,1,14.368333333333332
SHP100554,2017-04-12 03:44:01.920960480,Standard Class,Eastern Asia,Europe,Sports,Medium,2338.01,13.0,4,4,4,136.98,377.72,0,1,34.245
SHP100555,2017-04-12 08:06:57.808904452,First Class,USCA,Africa,Technology,Medium,859.83,4.86,4,2,2,88.91,260.36,0,1,22.2275
SHP100556,2017-04-12 12:29:53.696848424,Second Class,USCA,Pacific Asia,Sports,Medium,454.53,32.004999999999995,2,3,4,126.68,307.64,1,0,63.34
SHP100557,2017-04-12 16:52:49.584792396,Standard Class,Western Europe,Europe,Clothing,Medium,554.83,16.21,4,4,6,81.39,292.71,2,0,20.3475
SHP100558,2017-04-12 21:15:45.472736368,Standard Class,USCA,Africa,Office Supplies,High,122.77,13.67,3,4,4,55.53,364.32,0,1,18.51
SHP100559,2017-04-13 01:38:41.360680340,Standard Class,South America,Africa,Office Supplies,High,552.04,17.09,2,4,5,76.64,405.2,1,0,38.32
SHP100560,2017-04-13 06:01:37.248624312,Same Day,South America,Africa,Technology,High,53.5,18.0,4,1,2,103.83,291.53,1,0,25.9575
SHP100561,2017-04-13 10:24:33.136568284,Standard Class,Oceania,Africa,Sports,Low,1326.89,11.28,3,4,3,81.08,203.3,0,1,27.026666666666667
SHP100562,2017-04-13 14:47:29.024512256,Second Class,Oceania,Pacific Asia,Clothing,Low,1054.36,8.61,3,3,4,98.55,263.2,1,0,32.85
SHP100563,2017-04-13 19:10:24.912456228,Standard Class,Western Europe,USCA,Technology,High,349.73,16.94,5,4,3,72.59,656.87,0,1,14.518
SHP100564,2017-04-13 23:33:20.800400200,Second Class,South America,Africa,Clothing,Medium,756.94,15.06,1,3,1,70.27,194.6,0,1,70.27
SHP100565,2017-04-14 03:56:16.688344172,First Class,South America,USCA,Sports,Medium,781.93,7.8,6,2,3,103.98,366.09,1,0,17.330000000000002
SHP100566,2017-04-14 08:19:12.576288144,Second Class,Oceania,Pacific Asia,Office Supplies,Medium,289.45,26.59,2,3,3,93.36,229.33,0,1,46.68
SHP100567,2017-04-14 12:42:08.464232116,Standard Class,USCA,Pacific Asia,Office Supplies,Low,663.92,14.32,3,4,5,89.8,320.31,1,0,29.933333333333334
SHP100568,2017-04-14 17:05:04.352176088,Second Class,Oceania,LATAM,Sports,High,799.53,18.2,3,3,3,100.66,301.93,0,1,33.553333333333335
SHP100569,2017-04-14 21:28:00.240120060,Second Class,Western Europe,LATAM,Office Supplies,Medium,650.54,26.19,3,3,2,96.79,274.06,0,1,32.263333333333335
SHP100570,2017-04-15 01:50:56.128064032,Standard Class,South America,Africa,Technology,High,454.16,12.33,1,4,4,42.48,216.5,0,1,42.48
SHP100571,2017-04-15 06:13:52.016008004,First Class,Western Europe,USCA,Sports,High,338.25,14.5,2,2,1,97.32,304.1,0,1,48.66
SHP100572,2017-04-15 10:36:47.903951976,Second Class,Oceania,Pacific Asia,Office Supplies,Medium,633.51,19.02,2,3,5,90.84,265.31,2,0,45.42
SHP100573,2017-04-15 14:59:43.791895948,First Class,Eastern Asia,Europe,Sports,Critical,499.79,8.18,2,2,1,72.42,300.01,0,1,36.21
SHP100574,2017-04-15 19:22:39.679839920,Second Class,Oceania,LATAM,Clothing,Medium,1160.6,12.55,2,3,3,91.73,248.31,0,1,45.865
SHP100575,2017-04-15 23:45:35.567783892,Standard Class,South America,LATAM,Technology,High,1892.34,13.05,1,4,3,121.91,229.65,0,1,121.91
SHP100576,2017-04-16 04:08:31.455727864,Standard Class,Western Europe,Europe,Technology,Medium,1443.27,7.2,5,4,5,98.22,319.11,1,0,19.644
SHP100577,2017-04-16 08:31:27.343671836,Standard Class,USCA,USCA,Technology,Medium,818.72,32.004999999999995,4,4,4,129.53,607.52,0,1,32.3825
SHP100578,2017-04-16 12:54:23.231615808,First Class,USCA,USCA,Office Supplies,Medium,468.28,5.62,2,2,2,76.71,201.5,0,1,38.355
SHP100579,2017-04-16 17:17:19.119559780,Second Class,South America,USCA,Clothing,High,1418.05,5.97,2,3,4,87.84,211.89,1,0,43.92
SHP100580,2017-04-16 21:40:15.007503752,Second Class,Oceania,Africa,Office Supplies,Medium,1207.88,25.1,3,3,4,141.03,464.5,1,0,47.01
SHP100581,2017-04-17 02:03:10.895447724,Standard Class,Oceania,Africa,Office Supplies,Medium,1808.96,18.03,1,4,5,112.76,202.99,1,0,112.76
SHP100582,2017-04-17 06:26:06.783391696,Standard Class,Central America,Europe,Sports,High,902.94,6.93,6,4,3,84.31,579.09,0,1,14.051666666666668
SHP100583,2017-04-17 10:49:02.671335668,Second Class,Oceania,Pacific Asia,Technology,Medium,2261.61,17.01,6,3,2,164.54,364.7,0,1,27.423333333333332
SHP100584,2017-04-17 15:11:58.559279640,Standard Class,South America,Europe,Office Supplies,Medium,903.14,27.31,2,4,5,103.83,206.96,1,0,51.915
SHP100585,2017-04-17 19:34:54.447223612,Standard Class,Western Europe,Pacific Asia,Technology,Medium,466.46,11.98,4,4,4,55.87,390.16,0,1,13.9675
SHP100586,2017-04-17 23:57:50.335167584,Second Class,Western Europe,Europe,Clothing,Medium,537.82,32.004999999999995,5,3,4,118.22,551.66,1,0,23.644
SHP100587,2017-04-18 04:20:46.223111556,Standard Class,Central America,Africa,Clothing,Medium,1123.92,4.72,5,4,4,84.43,399.56,0,1,16.886000000000003
SHP100588,2017-04-18 08:43:42.111055528,Standard Class,USCA,USCA,Technology,Medium,498.72,17.84,5,4,5,84.88,406.4,1,0,16.976
SHP100589,2017-04-18 13:06:37.998999500,Standard Class,South America,LATAM,Technology,Critical,2251.83,23.14,4,4,3,160.17,522.21,0,1,40.0425
SHP100590,2017-04-18 17:29:33.886943472,Standard Class,Oceania,Europe,Clothing,High,1061.97,19.89,3,4,7,108.73,463.86,3,0,36.24333333333333
SHP100591,2017-04-18 21:52:29.774887444,Same Day,Eastern Asia,Europe,Clothing,Low,806.01,10.89,3,1,1,109.73,194.37,0,1,36.57666666666667
SHP100592,2017-04-19 02:15:25.662831416,Standard Class,Western Europe,LATAM,Office Supplies,Medium,854.91,10.38,3,4,5,87.11,342.28,1,0,29.036666666666665
SHP100593,2017-04-19 06:38:21.550775388,Standard Class,South America,Europe,Clothing,Critical,645.39,15.55,6,4,4,74.35,516.94,0,1,12.391666666666666
SHP100594,2017-04-19 11:01:17.438719360,Standard Class,Central America,USCA,Office Supplies,High,163.41,19.08,2,4,5,68.42,329.48,1,0,34.21
SHP100595,2017-04-19 15:24:13.326663332,Second Class,Eastern Asia,LATAM,Clothing,High,538.13,16.97,3,3,2,108.67,241.79,0,1,36.223333333333336
SHP100596,2017-04-19 19:47:09.214607304,Standard Class,USCA,LATAM,Office Supplies,Medium,2078.44,21.59,2,4,5,137.41,330.15,1,0,68.705
SHP100597,2017-04-20 00:10:05.102551276,Second Class,South America,USCA,Sports,High,919.98,6.96,1,3,3,61.21,82.49,0,1,61.21
SHP100598,2017-04-20 04:33:00.990495248,Standard Class,Oceania,USCA,Sports,High,1551.42,10.75,5,4,5,101.21,666.05,1,0,20.241999999999997
SHP100599,2017-04-20 08:55:56.878439220,Standard Class,USCA,LATAM,Office Supplies,Medium,1580.17,7.26,2,4,5,110.96,192.59,1,0,55.48
SHP100600,2017-04-20 13:18:52.766383192,Standard Class,Western Europe,USCA,Technology,Medium,762.11,9.85,5,4,3,73.04,298.29,0,1,14.608
SHP100601,2017-04-20 17:41:48.654327164,First Class,Oceania,USCA,Sports,Medium,1221.06,21.29,3,2,2,143.51,326.86,0,1,47.836666666666666
SHP100602,2017-04-20 22:04:44.542271136,First Class,Central America,USCA,Clothing,Medium,182.72,12.93,3,2,3,71.56,156.85,1,0,23.853333333333335
SHP100603,2017-04-21 02:27:40.430215108,Standard Class,Western Europe,LATAM,Technology,High,1973.16,32.004999999999995,3,4,7,154.36,569.3,3,0,51.45333333333334
SHP100604,2017-04-21 06:50:36.318159080,Standard Class,Eastern Asia,Europe,Clothing,High,1872.52,13.55,3,4,4,113.49,174.25,0,1,37.83
SHP100605,2017-04-21 11:13:32.206103052,First Class,Western Europe,Pacific Asia,Sports,High,1103.03,12.59,2,2,3,126.82,229.55,1,0,63.41
SHP100606,2017-04-21 15:36:28.094047024,Standard Class,Oceania,LATAM,Clothing,High,943.3,12.92,1,4,4,74.01,233.32,0,1,74.01
SHP100607,2017-04-21 19:59:23.981990996,First Class,USCA,Pacific Asia,Office Supplies,Medium,769.43,8.58,3,2,5,75.9,431.39,3,0,25.3
SHP100608,2017-04-22 00:22:19.869934968,Standard Class,South America,USCA,Technology,Medium,1667.85,11.8,4,4,2,129.05,327.21,0,1,32.2625
SHP100609,2017-04-22 04:45:15.757878940,First Class,South America,USCA,Sports,High,1315.43,22.65,4,2,3,141.86,443.01,1,0,35.465
SHP100610,2017-04-22 09:08:11.645822912,Second Class,South America,Europe,Technology,Medium,593.87,12.97,4,3,2,90.02,507.67,0,1,22.505
SHP100611,2017-04-22 13:31:07.533766884,First Class,Central America,USCA,Office Supplies,Medium,301.03,7.87,3,2,1,60.75,267.33,0,1,20.25
SHP100612,2017-04-22 17:54:03.421710856,Second Class,Central America,Pacific Asia,Sports,Medium,251.03,7.32,2,3,4,59.29,255.16,1,0,29.645
SHP100613,2017-04-22 22:16:59.309654828,Standard Class,South America,LATAM,Clothing,Low,1656.58,9.51,5,4,5,105.77,503.34,1,0,21.154
SHP100614,2017-04-23 02:39:55.197598800,First Class,Eastern Asia,LATAM,Technology,High,757.38,12.69,1,2,2,86.15,196.61,0,1,86.15
SHP100615,2017-04-23 07:02:51.085542772,Standard Class,Oceania,Europe,Sports,Medium,1090.84,23.49,4,4,4,114.47,413.81,0,1,28.6175
SHP100616,2017-04-23 11:25:46.973486744,Standard Class,Eastern Asia,Pacific Asia,Sports,Medium,828.91,5.83,3,4,8,49.65,380.45,4,0,16.55
SHP100617,2017-04-23 15:48:42.861430716,Second Class,South America,USCA,Office Supplies,Critical,254.19,10.22,4,3,3,58.53,401.6,0,1,14.6325
SHP100618,2017-04-23 20:11:38.749374688,Second Class,Oceania,Africa,Sports,High,187.06,13.19,2,3,4,76.19,323.99,1,0,38.095
SHP100619,2017-04-24 00:34:34.637318660,First Class,Central America,Europe,Sports,High,563.1,4.44,4,2,2,74.17,209.79,0,1,18.5425
SHP100620,2017-04-24 04:57:30.525262632,Standard Class,Western Europe,Europe,Office Supplies,Medium,600.47,7.7,3,4,5,55.94,301.61,1,0,18.646666666666665
SHP100621,2017-04-24 09:20:26.413206604,First Class,Western Europe,Africa,Clothing,High,600.18,8.38,4,2,2,89.9,513.18,0,1,22.475
SHP100622,2017-04-24 13:43:22.301150576,Second Class,Oceania,LATAM,Clothing,High,613.54,7.86,3,3,3,69.78,238.26,0,1,23.26
SHP100623,2017-04-24 18:06:18.189094548,Standard Class,Eastern Asia,LATAM,Sports,Medium,2338.11,13.54,2,4,7,147.44,381.32,3,0,73.72
SHP100624,2017-04-24 22:29:14.077038520,Standard Class,Oceania,LATAM,Clothing,Critical,1536.27,11.15,2,4,6,98.43,220.18,2,0,49.215
SHP100625,2017-04-25 02:52:09.964982492,Standard Class,Eastern Asia,Africa,Office Supplies,Medium,929.16,8.98,4,4,5,63.12,489.58,1,0,15.78
SHP100626,2017-04-25 07:15:05.852926464,Standard Class,USCA,USCA,Clothing,Critical,743.63,15.42,2,4,2,70.16,302.1,0,1,35.08
SHP100627,2017-04-25 11:38:01.740870436,Same Day,Eastern Asia,USCA,Sports,Medium,762.83,31.43,4,1,1,148.68,351.36,0,1,37.17
SHP100628,2017-04-25 16:00:57.628814408,Second Class,Western Europe,Pacific Asia,Office Supplies,Medium,1284.03,30.01,1,3,7,127.29,441.12,4,0,127.29
SHP100629,2017-04-25 20:23:53.516758380,Second Class,Central America,Pacific Asia,Clothing,Low,738.59,4.23,5,3,3,76.97,294.86,0,1,15.394
SHP100630,2017-04-26 00:46:49.404702352,Same Day,South America,LATAM,Technology,Medium,1436.13,16.73,4,1,3,156.14,282.6,2,0,39.035
SHP100631,2017-04-26 05:09:45.292646324,Standard Class,Central America,Africa,Technology,Medium,1000.11,11.05,2,4,6,56.58,141.79,2,0,28.29
SHP100632,2017-04-26 09:32:41.180590296,First Class,South America,Europe,Office Supplies,Critical,2338.11,13.27,3,2,3,172.335,397.15,1,0,57.445
SHP100633,2017-04-26 13:55:37.068534268,Standard Class,USCA,USCA,Clothing,Critical,706.6,9.79,3,4,4,67.03,411.69,0,1,22.343333333333334
SHP100634,2017-04-26 18:18:32.956478240,First Class,Western Europe,Africa,Sports,Critical,1607.33,13.0,2,2,1,117.57,143.98,0,1,58.785
SHP100635,2017-04-26 22:41:28.844422212,Standard Class,South America,Pacific Asia,Technology,Medium,325.86,13.24,5,4,5,74.31,432.1,1,0,14.862
SHP100636,2017-04-27 03:04:24.732366184,First Class,USCA,USCA,Clothing,Critical,477.77,8.86,3,2,2,64.22,219.16,0,1,21.406666666666666
SHP100637,2017-04-27 07:27:20.620310156,Standard Class,Eastern Asia,USCA,Clothing,Medium,2338.11,7.44,3,4,5,111.34,396.14,1,0,37.11333333333334
SHP100638,2017-04-27 11:50:16.508254128,Standard Class,Oceania,Africa,Sports,High,1396.75,9.52,3,4,3,110.68,114.45,0,1,36.89333333333334
SHP100639,2017-04-27 16:13:12.396198100,Second Class,South America,Pacific Asia,Sports,Medium,1104.22,13.86,2,3,3,99.91,227.59,0,1,49.955
SHP100640,2017-04-27 20:36:08.284142072,Standard Class,Central America,Africa,Clothing,Medium,2338.11,16.94,3,4,5,158.9,221.01,1,0,52.96666666666667
SHP100641,2017-04-28 00:59:04.172086044,Second Class,Western Europe,Europe,Sports,Critical,751.4,19.48,4,3,4,102.34,420.69,1,0,25.585
SHP100642,2017-04-28 05:22:00.060030016,Standard Class,Western Europe,USCA,Office Supplies,Critical,1604.87,9.28,3,4,3,96.75,394.0,0,1,32.25
SHP100643,2017-04-28 09:44:55.947973988,Second Class,USCA,Africa,Technology,High,1681.46,14.24,2,3,5,119.81,231.2,2,0,59.905
SHP100644,2017-04-28 14:07:51.835917960,Standard Class,Oceania,Africa,Technology,High,811.27,20.68,1,4,4,137.19,214.24,0,1,137.19
SHP100645,2017-04-28 18:30:47.723861932,Standard Class,Eastern Asia,Europe,Clothing,Medium,293.02,23.13,4,4,3,78.11,486.2,0,1,19.5275
SHP100646,2017-04-28 22:53:43.611805904,Standard Class,Eastern Asia,Africa,Clothing,High,747.77,11.79,3,4,4,76.09,399.84,0,1,25.363333333333333
SHP100647,2017-04-29 03:16:39.499749876,Standard Class,Western Europe,USCA,Sports,Medium,988.19,10.79,1,4,5,73.08,137.14,1,0,73.08
SHP100648,2017-04-29 07:39:35.387693848,Standard Class,Eastern Asia,LATAM,Technology,Low,2122.41,13.53,4,4,5,119.26,323.35,1,0,29.815
SHP100649,2017-04-29 12:02:31.275637820,Standard Class,USCA,LATAM,Sports,Low,1074.11,6.47,2,4,6,62.29,181.28,2,0,31.145
SHP100650,2017-04-29 16:25:27.163581792,Standard Class,Oceania,Pacific Asia,Clothing,Low,1683.79,10.95,6,4,4,123.52,680.9,0,1,20.586666666666666
SHP100651,2017-04-29 20:48:23.051525764,Standard Class,Western Europe,Europe,Clothing,High,269.48,18.35,4,4,4,76.29,414.19,0,1,19.0725
SHP100652,2017-04-30 01:11:18.939469736,Second Class,Eastern Asia,Pacific Asia,Clothing,Low,625.35,17.34,5,3,2,104.93,487.07,0,1,20.986
SHP100653,2017-04-30 05:34:14.827413708,First Class,South America,LATAM,Clothing,Medium,1868.02,10.5,3,2,3,134.81,286.65,1,0,44.93666666666667
SHP100654,2017-04-30 09:57:10.715357680,Standard Class,South America,Europe,Clothing,Medium,688.82,13.73,1,4,5,90.74,176.32,1,0,90.74
SHP100655,2017-04-30 14:20:06.603301652,Second Class,USCA,Africa,Clothing,Medium,792.97,7.74,5,3,3,82.58,600.75,0,1,16.516
SHP100656,2017-04-30 18:43:02.491245624,Second Class,Eastern Asia,Africa,Office Supplies,High,2101.07,17.94,2,3,1,151.24,212.13,0,1,75.62
SHP100657,2017-04-30 23:05:58.379189596,Standard Class,South America,USCA,Office Supplies,High,391.5,11.67,4,4,6,59.61,479.19,2,0,14.9025
SHP100658,2017-05-01 03:28:54.267133568,Second Class,Oceania,LATAM,Sports,Medium,471.53,10.47,4,3,2,66.49,376.94,0,1,16.6225
SHP100659,2017-05-01 07:51:50.155077538,Standard Class,Central America,Africa,Office Supplies,Medium,243.48,9.98,4,4,4,59.19,248.5,0,1,14.7975
SHP100660,2017-05-01 12:14:46.043021510,Standard Class,Oceania,Europe,Sports,Medium,2154.11,11.77,1,4,5,115.71,229.3,1,0,115.71
SHP100661,2017-05-01 16:37:41.930965482,Standard Class,USCA,Africa,Sports,High,1517.95,9.52,4,4,3,100.52,517.96,0,1,25.13
SHP100662,2017-05-01 21:00:37.818909454,Second Class,Oceania,Pacific Asia,Office Supplies,Medium,1493.08,17.5,5,3,2,132.65,496.69,0,1,26.53
SHP100663,2017-05-02 01:23:33.706853426,Second Class,Eastern Asia,Pacific Asia,Technology,Medium,611.98,9.8,4,3,1,73.85,492.66,0,1,18.4625
SHP100664,2017-05-02 05:46:29.594797398,Standard Class,Oceania,Pacific Asia,Sports,High,226.4,29.26,5,4,5,89.12,408.71,1,0,17.824
SHP100665,2017-05-02 10:09:25.482741370,Standard Class,Eastern Asia,Pacific Asia,Clothing,Medium,168.13,27.27,1,4,4,72.68,374.53,0,1,72.68
SHP100666,2017-05-02 14:32:21.370685342,Same Day,Western Europe,Pacific Asia,Sports,High,1876.81,7.46,3,1,5,161.2,388.03,4,0,53.73333333333333
SHP100667,2017-05-02 18:55:17.258629314,Standard Class,Eastern Asia,USCA,Sports,Medium,1154.15,12.66,1,4,3,83.81,254.93,0,1,83.81
SHP100668,2017-05-02 23:18:13.146573286,Standard Class,USCA,Pacific Asia,Technology,High,1305.11,8.52,3,4,3,87.92,266.91,0,1,29.30666666666667
SHP100669,2017-05-03 03:41:09.034517258,First Class,Eastern Asia,USCA,Clothing,Low,956.68,10.18,3,2,2,91.9,373.18,0,1,30.633333333333336
SHP100670,2017-05-03 08:04:04.922461230,Second Class,Western Europe,USCA,Technology,Medium,426.06,32.004999999999995,4,3,4,124.49,277.22,1,0,31.1225
SHP100671,2017-05-03 12:27:00.810405202,Second Class,Central America,Africa,Technology,Medium,633.72,10.29,4,3,3,84.55,266.49,0,1,21.1375
SHP100672,2017-05-03 16:49:56.698349174,First Class,USCA,Europe,Technology,High,342.54,14.85,2,2,3,79.21,237.47,1,0,39.605
SHP100673,2017-05-03 21:12:52.586293146,First Class,Western Europe,Pacific Asia,Sports,Critical,305.93,32.004999999999995,2,2,1,105.55,245.47,0,1,52.775
SHP100674,2017-05-04 01:35:48.474237118,Standard Class,Eastern Asia,Europe,Clothing,Medium,1437.84,7.03,2,4,3,89.01,181.5,0,1,44.505
SHP100675,2017-05-04 05:58:44.362181090,Standard Class,USCA,LATAM,Clothing,High,184.0,7.61,4,4,2,42.53,253.48,0,1,10.6325
SHP100676,2017-05-04 10:21:40.250125062,Standard Class,South America,USCA,Technology,High,344.56,6.28,3,4,2,48.83,387.86,0,1,16.276666666666667
SHP100677,2017-05-04 14:44:36.138069034,Same Day,Eastern Asia,LATAM,Office Supplies,Critical,662.03,7.48,6,1,1,111.32,562.93,0,1,18.55333333333333
SHP100678,2017-05-04 19:07:32.026013006,Second Class,Western Europe,USCA,Clothing,High,846.04,2.54,2,3,3,83.08,156.86,0,1,41.54
SHP100679,2017-05-04 23:30:27.913956978,Standard Class,Eastern Asia,Pacific Asia,Clothing,Low,240.61,16.44,5,4,4,76.91,728.84,0,1,15.382
SHP100680,2017-05-05 03:53:23.801900950,First Class,Western Europe,LATAM,Technology,High,1064.89,32.004999999999995,4,2,4,157.36,471.82,2,0,39.34
SHP100681,2017-05-05 08:16:19.689844922,Standard Class,Oceania,Africa,Sports,Medium,919.64,13.21,2,4,6,94.42,217.22,2,0,47.21
SHP100682,2017-05-05 12:39:15.577788894,Standard Class,Central America,LATAM,Technology,Low,1856.21,5.59,3,4,4,91.19,278.6,0,1,30.396666666666665
SHP100683,2017-05-05 17:02:11.465732866,Standard Class,Central America,USCA,Office Supplies,Medium,856.29,8.55,5,4,2,82.85,248.73,0,1,16.57
SHP100684,2017-05-05 21:25:07.353676838,Standard Class,USCA,USCA,Office Supplies,High,1138.91,9.47,1,4,4,82.32,116.11,0,1,82.32
SHP100685,2017-05-06 01:48:03.241620810,First Class,Western Europe,Europe,Technology,High,446.23,6.96,2,2,2,74.07,117.11,0,1,37.035
SHP100686,2017-05-06 06:10:59.129564782,Standard Class,Central America,LATAM,Office Supplies,High,461.81,19.55,2,4,4,72.32,287.66,0,1,36.16
SHP100687,2017-05-06 10:33:55.017508754,First Class,South America,Africa,Sports,Critical,264.93,19.02,4,2,2,104.82,330.96,0,1,26.205
SHP100688,2017-05-06 14:56:50.905452726,Second Class,USCA,Pacific Asia,Sports,High,449.82,6.45,2,3,3,70.01,247.9,0,1,35.005
SHP100689,2017-05-06 19:19:46.793396698,Standard Class,South America,Europe,Sports,Low,626.64,18.15,2,4,4,64.81,280.76,0,1,32.405
SHP100690,2017-05-06 23:42:42.681340670,Same Day,Central America,LATAM,Office Supplies,Medium,1740.07,28.21,4,1,1,172.335,496.54,0,1,43.08375
SHP100691,2017-05-07 04:05:38.569284642,Standard Class,Western Europe,Europe,Sports,Low,395.71,32.004999999999995,3,4,5,112.07,394.36,1,0,37.35666666666666
SHP100692,2017-05-07 08:28:34.457228614,Standard Class,USCA,LATAM,Technology,Low,2338.11,32.004999999999995,7,4,5,172.335,588.98,1,0,24.619285714285716
SHP100693,2017-05-07 12:51:30.345172586,Standard Class,South America,Pacific Asia,Sports,Medium,1206.81,7.42,5,4,3,78.97,499.35,0,1,15.794
SHP100694,2017-05-07 17:14:26.233116558,First Class,Central America,Pacific Asia,Office Supplies,Medium,1046.23,32.004999999999995,2,2,4,157.61,285.98,2,0,78.805
SHP100695,2017-05-07 21:37:22.121060530,Standard Class,Eastern Asia,Africa,Clothing,High,809.41,10.03,2,4,3,73.84,155.04,0,1,36.92
SHP100696,2017-05-08 02:00:18.009004502,Standard Class,South America,Europe,Office Supplies,High,702.64,8.79,2,4,3,69.87,270.67,0,1,34.935
SHP100697,2017-05-08 06:23:13.896948474,Standard Class,Oceania,Africa,Technology,Medium,505.63,14.58,4,4,5,77.09,283.47,1,0,19.2725
SHP100698,2017-05-08 10:46:09.784892446,Standard Class,USCA,LATAM,Technology,High,231.39,8.85,10,4,4,77.95,538.47,0,1,7.795
SHP100699,2017-05-08 15:09:05.672836418,First Class,South America,Pacific Asia,Office Supplies,Medium,407.34,15.17,4,2,3,102.27,455.8,1,0,25.5675
SHP100700,2017-05-08 19:32:01.560780390,Standard Class,USCA,Pacific Asia,Sports,High,2150.85,5.89,2,4,2,104.08,187.56,0,1,52.04
SHP100701,2017-05-08 23:54:57.448724362,Standard Class,Central America,USCA,Sports,Medium,1157.92,10.68,2,4,6,77.43,190.74,2,0,38.715
SHP100702,2017-05-09 04:17:53.336668334,Standard Class,Central America,USCA,Clothing,Medium,2138.82,24.71,2,4,5,145.53,347.89,1,0,72.765
SHP100703,2017-05-09 08:40:49.224612306,Standard Class,USCA,Africa,Sports,High,495.34,11.81,2,4,3,82.2,183.67,0,1,41.1
SHP100704,2017-05-09 13:03:45.112556278,First Class,Central America,Europe,Technology,Medium,333.97,13.17,3,2,1,84.55,390.12,0,1,28.183333333333334
SHP100705,2017-05-09 17:26:41.000500250,Standard Class,Western Europe,LATAM,Sports,Medium,803.72,15.82,3,4,6,85.38,415.9,2,0,28.459999999999997
SHP100706,2017-05-09 21:49:36.888444222,Same Day,USCA,Africa,Office Supplies,Medium,419.97,23.19,2,1,1,132.5,381.5,0,1,66.25
SHP100707,2017-05-10 02:12:32.776388194,Standard Class,Western Europe,Pacific Asia,Office Supplies,High,925.95,4.9,4,4,4,65.46,496.55,0,1,16.365
SHP100708,2017-05-10 06:35:28.664332166,Standard Class,USCA,Pacific Asia,Clothing,Critical,187.21,16.8,2,4,2,66.97,324.55,0,1,33.485
SHP100709,2017-05-10 10:58:24.552276138,First Class,Eastern Asia,Pacific Asia,Technology,Low,106.2,10.51,1,2,2,68.26,151.22,0,1,68.26
SHP100710,2017-05-10 15:21:20.440220110,Standard Class,Eastern Asia,LATAM,Office Supplies,High,1018.83,13.35,3,4,4,96.44,473.21,0,1,32.14666666666667
SHP100711,2017-05-10 19:44:16.328164082,Second Class,South America,Africa,Technology,Low,2188.69,21.82,7,3,4,154.88,739.08,1,0,22.125714285714285
SHP100712,2017-05-11 00:07:12.216108054,Same Day,Central America,LATAM,Sports,Medium,1049.86,6.32,2,1,1,136.94,257.82,0,1,68.47
SHP100713,2017-05-11 04:30:08.104052026,Standard Class,Eastern Asia,Pacific Asia,Clothing,Medium,1150.01,6.98,3,4,3,75.5,190.28,0,1,25.166666666666668
SHP100714,2017-05-11 08:53:03.991995998,Standard Class,Central America,USCA,Clothing,High,828.43,4.2,2,4,5,64.25,237.82,1,0,32.125
SHP100715,2017-05-11 13:15:59.879939970,Second Class,South America,Africa,Sports,Low,885.26,9.01,4,3,5,87.24,473.7,2,0,21.81
SHP100716,2017-05-11 17:38:55.767883942,Standard Class,Western Europe,USCA,Office Supplies,Medium,220.4,25.32,2,4,3,66.59,449.47,0,1,33.295
